,expt,cond,rep,time (h),position (μm),redPixelRange,greenPixelRange,greenX0,redX0,GFP shift (μm),RFP shift (μm),[Ampicillin] (mg/mL),[Kanamycin] (mg/mL)
445,J4K5succ250_ampGrad,1x,3,8,0,86-109,80-103,319.809754951135,318.8972488790157,25.7246627496163,34.08502191957598,0.1,
446,J4K5succ250_ampGrad,1x,3,8,50,101-124,95-118,338.1371880195295,334.70815420797834,33.19227510153064,37.55052553655588,0.1,
447,J4K5succ250_ampGrad,1x,3,8,100,116-139,110-133,358.37314045324104,315.11150147178864,48.11328655334961,36.77614101809081,0.1,
448,J4K5succ250_ampGrad,1x,3,8,150,131-154,125-148,362.30265789522514,331.34007145473663,42.19400003711371,22.109613953034913,0.1,
449,J4K5succ250_ampGrad,1x,3,8,200,146-169,140-163,371.67754058771334,334.93379828983416,48.37840913113189,15.864023209202971,0.1,
450,J4K5succ250_ampGrad,1x,3,8,250,161-184,155-178,390.868322671517,326.7121297564314,70.24607357733066,10.082092757470377,0.1,
451,J4K5succ250_ampGrad,1x,3,8,300,176-199,170-193,378.17349552694463,335.0823252959379,54.052720598283436,12.111137984861159,0.1,
452,J4K5succ250_ampGrad,1x,3,8,350,191-214,185-208,367.76690886405925,346.876766273853,44.926659620006426,23.728128480071287,0.1,
453,J4K5succ250_ampGrad,1x,3,8,400,206-230,200-223,378.67424594099856,345.42309520332975,52.74347677454739,27.079956688369066,0.1,
454,J4K5succ250_ampGrad,1x,3,8,450,221-245,215-239,380.35177070851,337.10336451225413,49.86234296257777,17.948866867836614,0.1,
455,J4K5succ250_ampGrad,1x,3,10,-150,41-64,35-58,356.589243781877,291.23370435469195,30.040290644399022,5.089817790265727,0.1,
456,J4K5succ250_ampGrad,1x,3,10,-100,56-79,50-73,383.96682500731714,309.44580494839227,60.637158577765724,16.80574022058545,0.1,
457,J4K5succ250_ampGrad,1x,3,10,-50,71-94,65-88,367.55142138657783,304.5989700185717,66.63664777650746,29.39455487296573,0.1,
458,J4K5succ250_ampGrad,1x,3,10,0,86-109,80-103,325.21931353184164,327.3017777146938,31.13422133032293,42.489550755254065,0.1,
459,J4K5succ250_ampGrad,1x,3,10,50,101-124,95-118,343.39223206476083,348.42505574999046,38.447319146762034,51.267427078567955,0.1,
460,J4K5succ250_ampGrad,1x,3,10,100,116-139,110-133,372.2903594904917,323.3784643028323,62.03050559060029,45.04310384913453,0.1,
461,J4K5succ250_ampGrad,1x,3,10,150,131-154,125-148,379.02218727089934,343.6343581057768,58.91352941278797,34.40390060407515,0.1,
462,J4K5succ250_ampGrad,1x,3,10,200,146-169,140-163,387.1858077075699,345.54118059227744,63.8866762509885,26.4714055116462,0.1,
463,J4K5succ250_ampGrad,1x,3,10,250,161-184,155-178,407.82326790736903,330.61353171865636,87.2010188131826,13.983494719695384,0.1,
464,J4K5succ250_ampGrad,1x,3,10,300,176-199,170-193,392.02761433186777,342.817303143168,67.90683940320656,19.846115832091183,0.1,
465,J4K5succ250_ampGrad,1x,3,10,350,191-214,185-208,381.4569702511478,359.69009682271167,58.61672100709506,36.54145902892992,0.1,
466,J4K5succ250_ampGrad,1x,3,10,400,206-230,200-223,390.6625451958386,358.73904898871217,64.7317760293875,40.39591047375149,0.1,
467,J4K5succ250_ampGrad,1x,3,10,450,221-245,215-239,392.6345826305612,343.78309996962275,62.14515488462894,24.62860232520529,0.1,
468,J4K5succ250_ampGrad,3x,1,0,-150,27-50,34-57,279.15886127716624,287.3802174826295,0.0,0.0,0.31622776601683794,
469,J4K5succ250_ampGrad,3x,1,0,-100,42-65,49-72,284.1691346964805,287.0779624722631,0.0,0.0,0.31622776601683794,
470,J4K5succ250_ampGrad,3x,1,0,-50,57-80,64-87,286.3127402609145,296.470513924803,0.0,0.0,0.31622776601683794,
471,J4K5succ250_ampGrad,3x,1,0,0,72-95,79-102,274.37182368942706,298.7492261259555,0.0,0.0,0.31622776601683794,
472,J4K5succ250_ampGrad,3x,1,0,50,87-110,94-117,266.98063617941614,298.4094920787224,0.0,0.0,0.31622776601683794,
473,J4K5succ250_ampGrad,3x,1,0,100,102-125,109-133,268.1147865347007,313.4390204882548,0.0,0.0,0.31622776601683794,
474,J4K5succ250_ampGrad,3x,1,0,150,117-140,125-148,273.3737235877266,296.9607135216736,0.0,0.0,0.31622776601683794,
475,J4K5succ250_ampGrad,3x,1,0,200,132-155,140-163,278.13896012016363,284.1146772533993,0.0,0.0,0.31622776601683794,
476,J4K5succ250_ampGrad,3x,1,0,250,147-170,155-178,270.9373994316821,304.246292448674,0.0,0.0,0.31622776601683794,
477,J4K5succ250_ampGrad,3x,1,0,300,162-185,170-193,273.7419578292254,296.73009941447845,0.0,0.0,0.31622776601683794,
478,J4K5succ250_ampGrad,3x,1,0,350,177-200,185-208,272.07476300771185,288.72186473439615,0.0,0.0,0.31622776601683794,
479,J4K5succ250_ampGrad,3x,1,0,400,192-215,200-223,272.4647890210204,318.7360178257948,0.0,0.0,0.31622776601683794,
480,J4K5succ250_ampGrad,3x,1,0,450,207-230,215-238,272.35165882655144,317.8982601620242,0.0,0.0,0.31622776601683794,
481,J4K5succ250_ampGrad,3x,1,2,-150,27-50,34-57,281.6184016207698,291.7531340402008,2.459540343603578,4.372916557571216,0.31622776601683794,
482,J4K5succ250_ampGrad,3x,1,2,-100,42-65,49-72,285.82161515797713,291.98850107015016,1.6524804614966229,4.910538597887181,0.31622776601683794,
483,J4K5succ250_ampGrad,3x,1,2,-50,57-80,64-87,288.00829559398136,302.3898200245082,1.6955553330668636,5.9193060997051825,0.31622776601683794,
484,J4K5succ250_ampGrad,3x,1,2,0,72-95,79-102,276.5021062853683,305.7824206948968,2.1302825959412535,7.033194568941326,0.31622776601683794,
485,J4K5succ250_ampGrad,3x,1,2,50,87-110,94-117,269.0191543065305,303.48068999099837,2.038518127114344,5.071197912276034,0.31622776601683794,
486,J4K5succ250_ampGrad,3x,1,2,100,102-125,109-133,269.8054672336582,316.3646935525865,1.6906806989574648,2.925673064331761,0.31622776601683794,
487,J4K5succ250_ampGrad,3x,1,2,150,117-140,125-148,274.92757448208016,302.21061768468553,1.553850894353559,5.249904163011877,0.31622776601683794,
488,J4K5succ250_ampGrad,3x,1,2,200,132-155,140-163,278.3827980054562,286.41606990844065,0.24383788529263484,2.3013926550412407,0.31622776601683794,
489,J4K5succ250_ampGrad,3x,1,2,250,147-170,155-178,272.46748050474093,305.6358205841936,1.5300810730587957,1.3895281355196971,0.31622776601683794,
490,J4K5succ250_ampGrad,3x,1,2,300,162-185,170-193,276.41993246142965,299.985137632873,2.677974632204325,3.255038218394532,0.31622776601683794,
491,J4K5succ250_ampGrad,3x,1,2,350,177-200,185-208,273.9559638471859,293.523828643182,1.881200839474104,4.801963908785809,0.31622776601683794,
492,J4K5succ250_ampGrad,3x,1,2,400,192-215,200-223,274.19597970941925,318.0516699897491,1.7311906883988402,-0.684347836045788,0.31622776601683794,
493,J4K5succ250_ampGrad,3x,1,2,450,207-230,215-238,275.88561436497696,319.3354799613118,3.5339555384255164,1.437219799287618,0.31622776601683794,
494,J4K5succ250_ampGrad,3x,1,4,-150,27-50,34-57,286.7826904709855,299.68603685480235,7.623829193819232,12.305819372172891,0.31622776601683794,
495,J4K5succ250_ampGrad,3x,1,4,-100,42-65,49-72,288.577782366487,297.49632299677825,4.4086476700065305,10.418360524515206,0.31622776601683794,
496,J4K5succ250_ampGrad,3x,1,4,-50,57-80,64-87,290.19695083755437,307.17555894077867,3.884210576639816,10.705045015975713,0.31622776601683794,
497,J4K5succ250_ampGrad,3x,1,4,0,72-95,79-102,279.21989259019983,311.33359131034774,4.848068900772773,12.584365184392256,0.31622776601683794,
498,J4K5succ250_ampGrad,3x,1,4,50,87-110,94-117,271.1463524192361,303.0457500762732,4.165716239819972,4.6362579975507865,0.31622776601683794,
499,J4K5succ250_ampGrad,3x,1,4,100,102-125,109-133,273.8193060684002,317.6219868105826,5.704519533699454,4.1829663223279,0.31622776601683794,
500,J4K5succ250_ampGrad,3x,1,4,150,117-140,125-148,280.00339434083,302.7552340596372,6.62967075310337,5.794520537963479,0.31622776601683794,
501,J4K5succ250_ampGrad,3x,1,4,200,132-155,140-163,281.410660657201,289.7683516322528,3.2717005370374177,5.653674378853452,0.31622776601683794,
502,J4K5succ250_ampGrad,3x,1,4,250,147-170,155-178,278.3944228253431,306.01414177502477,7.457023393661017,1.7678493263508133,0.31622776601683794,
503,J4K5succ250_ampGrad,3x,1,4,300,162-185,170-193,283.9731759827243,300.03398237075965,10.231218153498844,3.3038829562812,0.31622776601683794,
504,J4K5succ250_ampGrad,3x,1,4,350,177-200,185-208,282.3306404377377,300.33873566463376,10.25587743002592,11.616870930237553,0.31622776601683794,
505,J4K5succ250_ampGrad,3x,1,4,400,192-215,200-223,280.8583647888296,322.83598901708706,8.393575767809125,4.099971191292242,0.31622776601683794,
506,J4K5succ250_ampGrad,3x,1,4,450,207-230,215-238,281.8317459339544,321.2242499958253,9.480087107402936,3.3259898338011453,0.31622776601683794,
507,J4K5succ250_ampGrad,3x,1,6,-150,27-50,34-57,293.7713204252858,300.2548068393493,14.612459148119571,12.874589356719811,0.31622776601683794,
508,J4K5succ250_ampGrad,3x,1,6,-100,42-65,49-72,293.4274679285798,299.6676017198021,9.258333232099346,12.589639247539086,0.31622776601683794,
509,J4K5succ250_ampGrad,3x,1,6,-50,57-80,64-87,295.3930729908859,308.14516630083864,9.08033272997136,11.674652376035626,0.31622776601683794,
510,J4K5succ250_ampGrad,3x,1,6,0,72-95,79-102,287.17687627053925,311.6567899656752,12.805052581112195,12.907563839719673,0.31622776601683794,
511,J4K5succ250_ampGrad,3x,1,6,50,87-110,94-117,277.9305763887844,302.7891020851572,10.949940209368265,4.3796100064348025,0.31622776601683794,
512,J4K5succ250_ampGrad,3x,1,6,100,102-125,109-133,283.3177071794865,320.34057226741805,15.202920644785822,6.901551779163299,0.31622776601683794,
513,J4K5succ250_ampGrad,3x,1,6,150,117-140,125-148,287.9615737078517,302.81450504844577,14.587850120125095,5.853791526772113,0.31622776601683794,
514,J4K5succ250_ampGrad,3x,1,6,200,132-155,140-163,290.74791896102437,287.3636836956768,12.608958840860849,3.249006442277505,0.31622776601683794,
515,J4K5succ250_ampGrad,3x,1,6,250,147-170,155-178,290.6199573119125,304.4003860446179,19.682557880230373,0.154093595943948,0.31622776601683794,
516,J4K5succ250_ampGrad,3x,1,6,300,162-185,170-193,295.78759800694263,298.9681736481244,22.04564017771719,2.2380742336459316,0.31622776601683794,
517,J4K5succ250_ampGrad,3x,1,6,350,177-200,185-208,294.0211004688253,300.63125168641164,21.9463374611135,11.90938695201544,0.31622776601683794,
518,J4K5succ250_ampGrad,3x,1,6,400,192-215,200-223,292.12953298387436,324.27281659453416,19.664743962853947,5.536798768739402,0.31622776601683794,
519,J4K5succ250_ampGrad,3x,1,6,450,207-230,215-238,293.48279603583217,324.8258057618665,21.131137209280727,6.92754559984229,0.31622776601683794,
520,J4K5succ250_ampGrad,3x,1,8,-150,27-50,34-57,299.0200614440229,300.91468266593955,19.861200166856637,13.534465183310035,0.31622776601683794,
521,J4K5succ250_ampGrad,3x,1,8,-100,42-65,49-72,297.99453876636943,301.50062227448984,13.825404069888975,14.422659802226805,0.31622776601683794,
522,J4K5succ250_ampGrad,3x,1,8,-50,57-80,64-87,300.07865799680303,311.9327086955794,13.76591773588848,15.462194770776366,0.31622776601683794,
523,J4K5succ250_ampGrad,3x,1,8,0,72-95,79-102,294.5773560720741,316.1837574867081,20.205532382647053,17.4345313607526,0.31622776601683794,
524,J4K5succ250_ampGrad,3x,1,8,50,87-110,94-117,285.627228910235,303.6292229095782,18.64659273081884,5.219730830855782,0.31622776601683794,
525,J4K5succ250_ampGrad,3x,1,8,100,102-125,109-133,289.7690475328473,319.1819883133168,21.654260998146587,5.74296782506201,0.31622776601683794,
526,J4K5succ250_ampGrad,3x,1,8,150,117-140,125-148,293.6414751043264,305.6588359889732,20.26775151659973,8.698122467299527,0.31622776601683794,
527,J4K5succ250_ampGrad,3x,1,8,200,132-155,140-163,299.6005373887975,285.91051116606906,21.461577268633906,1.7958339126697067,0.31622776601683794,
528,J4K5succ250_ampGrad,3x,1,8,250,147-170,155-178,303.6296725127428,302.61820824579524,32.692273081060705,-1.6280842028787106,0.31622776601683794,
529,J4K5succ250_ampGrad,3x,1,8,300,162-185,170-193,305.78183330877584,298.9054364655397,32.0398754795504,2.175337051061262,0.31622776601683794,
530,J4K5succ250_ampGrad,3x,1,8,350,177-200,185-208,307.31025602795313,302.7834298784541,35.23549302024128,14.061565144057909,0.31622776601683794,
531,J4K5succ250_ampGrad,3x,1,8,400,192-215,200-223,303.9861538120228,326.10125332987286,31.521364791002387,7.3652355040780435,0.31622776601683794,
532,J4K5succ250_ampGrad,3x,1,8,450,207-230,215-238,303.6988809013205,325.1937567080575,31.347222074769093,7.2954965460332915,0.31622776601683794,
533,J4K5succ250_ampGrad,3x,1,10,-150,27-50,34-57,297.71238893009485,306.7298227968272,18.553527652928665,19.349605314197614,0.31622776601683794,
534,J4K5succ250_ampGrad,3x,1,10,-100,42-65,49-72,297.83543622593976,306.0908558569461,13.666301529459306,19.01289338468308,0.31622776601683794,
535,J4K5succ250_ampGrad,3x,1,10,-50,57-80,64-87,300.64421005833617,316.69501901876106,14.331469797421676,20.224505093958047,0.31622776601683794,
536,J4K5succ250_ampGrad,3x,1,10,0,72-95,79-102,295.64902396189683,319.4536487572753,21.277200272469827,20.704422631319858,0.31622776601683794,
537,J4K5succ250_ampGrad,3x,1,10,50,87-110,94-117,291.6072856215118,306.7698615912488,24.62664944209564,8.360369512526404,0.31622776601683794,
538,J4K5succ250_ampGrad,3x,1,10,100,102-125,109-133,295.8230674214256,320.0384925818724,27.70828088672488,6.599472093617635,0.31622776601683794,
539,J4K5succ250_ampGrad,3x,1,10,150,117-140,125-148,295.54599953368165,308.91536921883073,22.172275945954993,11.95465569715708,0.31622776601683794,
540,J4K5succ250_ampGrad,3x,1,10,200,132-155,140-163,302.9587608811431,288.01742517947633,24.819800760979554,3.9027479260769264,0.31622776601683794,
541,J4K5succ250_ampGrad,3x,1,10,250,147-170,155-178,311.7738570865047,305.6584638580876,40.8364576548226,1.412171409413645,0.31622776601683794,
542,J4K5succ250_ampGrad,3x,1,10,300,162-185,170-193,308.6620235244459,299.9556877470889,34.9200656952205,3.2255883326104713,0.31622776601683794,
543,J4K5succ250_ampGrad,3x,1,10,350,177-200,185-208,313.76757963740084,303.1687218078684,41.69281662968899,14.446857073472133,0.31622776601683794,
544,J4K5succ250_ampGrad,3x,1,10,400,192-215,200-223,312.8716325990303,327.9217018541185,40.4068435780099,9.185684028323694,0.31622776601683794,
545,J4K5succ250_ampGrad,3x,1,10,450,207-230,215-238,308.09081832096865,324.6958632109172,35.739159494417144,6.797603048892995,0.31622776601683794,
546,J4K5succ250_ampGrad,3x,2,0,-150,38-61,30-53,316.98047651073153,267.70002688961233,0.0,0.0,0.31622776601683794,
547,J4K5succ250_ampGrad,3x,2,0,-100,53-76,45-68,319.4288006161955,280.5153165072413,0.0,0.0,0.31622776601683794,
548,J4K5succ250_ampGrad,3x,2,0,-50,68-91,60-83,308.0113617021138,280.5701860823299,0.0,0.0,0.31622776601683794,
549,J4K5succ250_ampGrad,3x,2,0,0,83-106,75-98,312.26863304364906,287.2312235527086,0.0,0.0,0.31622776601683794,
550,J4K5succ250_ampGrad,3x,2,0,50,98-121,90-113,316.41070244358724,280.4040666671592,0.0,0.0,0.31622776601683794,
551,J4K5succ250_ampGrad,3x,2,0,100,113-136,105-128,317.51188876507587,284.39746856370124,0.0,0.0,0.31622776601683794,
552,J4K5succ250_ampGrad,3x,2,0,150,128-152,120-143,313.1201530359234,293.38631267756807,0.0,0.0,0.31622776601683794,
553,J4K5succ250_ampGrad,3x,2,0,200,143-167,135-158,312.22147697099814,282.2119938267842,0.0,0.0,0.31622776601683794,
